Unnamed: 0,name,year,month,day,hour,lat,long,status,wind,pressure
10406,Katrina III,2005,8,29,0,27.2,-89.2,hurricane,140,905
10407,Katrina III,2005,8,29,6,28.2,-89.6,hurricane,125,913
10408,Katrina III,2005,8,29,11,29.3,-89.6,hurricane,110,920
10409,Katrina III,2005,8,29,12,29.5,-89.6,hurricane,110,923
10410,Katrina III,2005,8,29,14,30.2,-89.6,hurricane,105,928
10411,Katrina III,2005,8,29,18,31.1,-89.6,hurricane,80,948
10631,Rita,2005,9,20,12,23.7,-80.3,hurricane,70,985
10632,Rita,2005,9,20,18,23.9,-81.6,hurricane,85,975
10633,Rita,2005,9,21,0,24.1,-82.7,hurricane,95,967
10634,Rita,2005,9,21,6,24.2,-84.0,hurricane,110,955
10635,Rita,2005,9,21,12,24.2,-85.2,hurricane,120,941
10636,Rita,2005,9,21,18,24.3,-86.2,hurricane,145,920
10637,Rita,2005,9,22,0,24.5,-86.9,hurricane,150,897
10638,Rita,2005,9,22,3,24.7,-87.3,hurricane,155,895
10639,Rita,2005,9,22,6,24.8,-87.6,hurricane,155,897
10640,Rita,2005,9,22,12,25.2,-88.3,hurricane,140,908
10641,Rita,2005,9,22,18,25.6,-89.1,hurricane,125,913
10642,Rita,2005,9,23,0,26.0,-89.9,hurricane,120,915
10643,Rita,2005,9,23,6,26.5,-90.7,hurricane,115,924
10644,Rita,2005,9,23,12,27.1,-91.5,hurricane,115,927
10645,Rita,2005,9,23,18,27.8,-92.3,hurricane,110,930
10646,Rita,2005,9,24,0,28.6,-93.0,hurricane,105,931
10647,Rita,2005,9,24,6,29.4,-93.6,hurricane,100,935
10648,Rita,2005,9,24,7,29.7,-93.7,hurricane,100,937
10649,Rita,2005,9,24,12,30.5,-94.1,hurricane,65,949
10718,Wilma,2005,10,18,12,16.2,-80.3,hurricane,65,979
10719,Wilma,2005,10,18,18,16.6,-81.1,hurricane,75,975
10720,Wilma,2005,10,19,0,16.6,-81.8,hurricane,130,946
10721,Wilma,2005,10,19,6,17.0,-82.2,hurricane,150,892
10722,Wilma,2005,10,19,12,17.3,-82.8,hurricane,160,882
10723,Wilma,2005,10,19,18,17.4,-83.4,hurricane,140,892
10724,Wilma,2005,10,20,0,17.9,-84.0,hurricane,135,892
10725,Wilma,2005,10,20,6,18.1,-84.7,hurricane,130,901
10726,Wilma,2005,10,20,12,18.3,-85.2,hurricane,130,910
10727,Wilma,2005,10,20,18,18.6,-85.5,hurricane,130,917
10728,Wilma,2005,10,21,0,19.1,-85.8,hurricane,130,924
10729,Wilma,2005,10,21,6,19.5,-86.1,hurricane,130,930
10730,Wilma,2005,10,21,12,20.1,-86.4,hurricane,125,929
10731,Wilma,2005,10,21,18,20.3,-86.7,hurricane,120,926
10732,Wilma,2005,10,21,21,20.6,-86.8,hurricane,130,927
10733,Wilma,2005,10,22,0,20.6,-86.8,hurricane,120,930
10734,Wilma,2005,10,22,3,20.8,-86.9,hurricane,115,933
10735,Wilma,2005,10,22,6,20.8,-87.0,hurricane,110,935
10736,Wilma,2005,10,22,12,21.0,-87.1,hurricane,100,947
10737,Wilma,2005,10,22,18,21.3,-87.1,hurricane,85,958
10738,Wilma,2005,10,23,0,21.6,-87.0,hurricane,85,960
10739,Wilma,2005,10,23,6,21.8,-86.8,hurricane,85,962
10740,Wilma,2005,10,23,12,22.4,-86.1,hurricane,85,961
10741,Wilma,2005,10,23,18,23.1,-85.4,hurricane,90,963
10742,Wilma,2005,10,24,0,24.0,-84.3,hurricane,95,958
10743,Wilma,2005,10,24,6,25.0,-83.1,hurricane,110,953
10744,Wilma,2005,10,24,10,25.9,-81.7,hurricane,105,950
10745,Wilma,2005,10,24,12,26.2,-81.0,hurricane,95,950
10746,Wilma,2005,10,24,18,28.0,-78.8,hurricane,105,955
10747,Wilma,2005,10,25,0,30.1,-76.0,hurricane,110,955
10748,Wilma,2005,10,25,6,33.3,-72.0,hurricane,100,963
10749,Wilma,2005,10,25,12,36.8,-67.9,hurricane,90,970
10750,Wilma,2005,10,25,18,40.5,-63.5,hurricane,75,976
11367,Dean V,2007,8,16,6,13.2,-51.3,hurricane,70,984
11368,Dean V,2007,8,16,12,13.5,-53.3,hurricane,80,972
11369,Dean V,2007,8,16,18,13.8,-55.5,hurricane,80,972
11370,Dean V,2007,8,17,0,14.0,-57.7,hurricane,80,976
11371,Dean V,2007,8,17,6,14.2,-59.8,hurricane,80,975
11372,Dean V,2007,8,17,12,14.4,-61.7,hurricane,90,967
11373,Dean V,2007,8,17,18,14.8,-63.5,hurricane,110,961
11374,Dean V,2007,8,18,0,14.9,-65.1,hurricane,125,944
11375,Dean V,2007,8,18,6,15.0,-66.6,hurricane,145,929
11376,Dean V,2007,8,18,12,15.4,-68.0,hurricane,145,923
11377,Dean V,2007,8,18,18,15.9,-69.5,hurricane,130,930
11378,Dean V,2007,8,19,0,16.1,-71.0,hurricane,120,920
11379,Dean V,2007,8,19,6,16.4,-72.6,hurricane,120,921
11380,Dean V,2007,8,19,12,16.8,-74.3,hurricane,125,923
11381,Dean V,2007,8,19,18,17.1,-76.0,hurricane,125,930
11382,Dean V,2007,8,20,0,17.5,-77.8,hurricane,125,926
11383,Dean V,2007,8,20,6,17.6,-79.8,hurricane,130,926
11384,Dean V,2007,8,20,12,17.8,-81.5,hurricane,130,926
11385,Dean V,2007,8,20,18,18.0,-83.3,hurricane,135,924
11386,Dean V,2007,8,21,0,18.2,-85.1,hurricane,145,914
11387,Dean V,2007,8,21,6,18.6,-86.9,hurricane,150,907
11388,Dean V,2007,8,21,8,18.7,-87.7,hurricane,150,905
11389,Dean V,2007,8,21,12,18.9,-88.7,hurricane,110,935
11390,Dean V,2007,8,21,18,19.2,-90.5,hurricane,75,960
11391,Dean V,2007,8,22,0,19.7,-92.2,hurricane,65,979
11392,Dean V,2007,8,22,6,20.1,-94.0,hurricane,70,979
11393,Dean V,2007,8,22,12,20.5,-95.5,hurricane,80,976
11394,Dean V,2007,8,22,16,20.5,-97.0,hurricane,85,974
11395,Dean V,2007,8,22,18,20.5,-97.3,hurricane,75,974
11425,Felix IV,2007,9,2,0,12.6,-66.1,hurricane,65,992
11426,Felix IV,2007,9,2,6,12.7,-67.8,hurricane,85,985
11427,Felix IV,2007,9,2,12,13.0,-69.4,hurricane,90,980
11428,Felix IV,2007,9,2,18,13.4,-71.1,hurricane,115,962
11429,Felix IV,2007,9,3,0,13.8,-73.0,hurricane,150,935
11430,Felix IV,2007,9,3,6,14.0,-75.0,hurricane,150,930
11431,Felix IV,2007,9,3,7,14.0,-75.3,hurricane,150,929
11432,Felix IV,2007,9,3,12,14.2,-76.9,hurricane,140,937
11433,Felix IV,2007,9,3,18,14.3,-78.7,hurricane,115,951
11434,Felix IV,2007,9,4,0,14.4,-80.4,hurricane,115,950
11435,Felix IV,2007,9,4,6,14.3,-81.9,hurricane,135,939
11436,Felix IV,2007,9,4,12,14.3,-83.2,hurricane,140,934
11437,Felix IV,2007,9,4,18,14.3,-84.4,hurricane,85,962
15785,Matthew,2016,9,29,18,14.2,-66.9,hurricane,65,993
15786,Matthew,2016,9,30,0,14.2,-68.1,hurricane,70,987
15787,Matthew,2016,9,30,6,14.0,-69.3,hurricane,85,979
15788,Matthew,2016,9,30,12,13.8,-70.4,hurricane,100,968
15789,Matthew,2016,9,30,18,13.5,-71.2,hurricane,120,955
15790,Matthew,2016,10,1,0,13.4,-71.9,hurricane,145,942
15791,Matthew,2016,10,1,6,13.4,-72.5,hurricane,140,942
15792,Matthew,2016,10,1,12,13.4,-73.1,hurricane,135,944
15793,Matthew,2016,10,1,18,13.4,-73.3,hurricane,130,942
15794,Matthew,2016,10,2,0,13.5,-73.5,hurricane,130,940
15795,Matthew,2016,10,2,6,13.7,-73.9,hurricane,125,941
15796,Matthew,2016,10,2,12,14.0,-74.3,hurricane,130,947
15797,Matthew,2016,10,2,18,14.2,-74.7,hurricane,135,945
15798,Matthew,2016,10,3,0,14.5,-75.0,hurricane,130,944
15799,Matthew,2016,10,3,6,14.9,-75.0,hurricane,125,942
15800,Matthew,2016,10,3,12,15.4,-75.0,hurricane,125,941
15801,Matthew,2016,10,3,18,15.9,-74.9,hurricane,125,938
15802,Matthew,2016,10,4,0,16.6,-74.6,hurricane,130,934
15803,Matthew,2016,10,4,6,17.5,-74.4,hurricane,130,934
15804,Matthew,2016,10,4,11,18.3,-74.3,hurricane,130,935
15805,Matthew,2016,10,4,12,18.4,-74.3,hurricane,125,937
15806,Matthew,2016,10,4,18,19.3,-74.3,hurricane,120,947
15807,Matthew,2016,10,5,0,20.1,-74.3,hurricane,115,949
15808,Matthew,2016,10,5,6,20.7,-74.4,hurricane,110,960
15809,Matthew,2016,10,5,12,21.4,-74.8,hurricane,105,962
15810,Matthew,2016,10,5,18,22.2,-75.4,hurricane,105,963
15811,Matthew,2016,10,6,0,23.0,-76.0,hurricane,105,960
15812,Matthew,2016,10,6,6,23.8,-76.7,hurricane,110,952
15813,Matthew,2016,10,6,12,24.7,-77.5,hurricane,120,937
15814,Matthew,2016,10,6,18,25.7,-78.3,hurricane,120,937
15815,Matthew,2016,10,7,0,26.7,-79.0,hurricane,115,937
15816,Matthew,2016,10,7,6,27.7,-79.7,hurricane,110,939
15817,Matthew,2016,10,7,12,28.9,-80.3,hurricane,105,944
15818,Matthew,2016,10,7,18,29.7,-80.7,hurricane,100,946
15819,Matthew,2016,10,8,0,30.7,-80.6,hurricane,95,949
15820,Matthew,2016,10,8,6,31.6,-80.6,hurricane,85,953
15821,Matthew,2016,10,8,9,32.1,-80.5,hurricane,85,957
15822,Matthew,2016,10,8,12,32.5,-79.9,hurricane,80,963
15823,Matthew,2016,10,8,15,33.0,-79.5,hurricane,75,967
15824,Matthew,2016,10,8,18,33.5,-79.0,hurricane,70,973
15825,Matthew,2016,10,9,0,33.9,-77.3,hurricane,70,981
15826,Matthew,2016,10,9,6,34.7,-76.0,hurricane,70,983
16139,Irma,2017,8,31,6,16.4,-32.5,hurricane,65,994
16140,Irma,2017,8,31,12,16.7,-33.4,hurricane,80,983
16141,Irma,2017,8,31,18,17.1,-34.2,hurricane,95,970
16142,Irma,2017,9,1,0,17.5,-35.1,hurricane,100,967
16143,Irma,2017,9,1,6,17.9,-36.1,hurricane,100,967
16144,Irma,2017,9,1,12,18.4,-37.3,hurricane,100,967
16145,Irma,2017,9,1,18,18.8,-38.5,hurricane,100,967
16146,Irma,2017,9,2,0,19.1,-39.7,hurricane,100,967
16147,Irma,2017,9,2,6,19.1,-41.1,hurricane,100,967
16148,Irma,2017,9,2,12,18.9,-42.6,hurricane,95,973
16149,Irma,2017,9,2,18,18.7,-44.1,hurricane,95,973
16150,Irma,2017,9,3,0,18.5,-45.5,hurricane,95,973
16151,Irma,2017,9,3,6,18.2,-46.7,hurricane,95,973
16152,Irma,2017,9,3,12,17.9,-47.9,hurricane,100,969
16153,Irma,2017,9,3,18,17.6,-49.2,hurricane,100,965
16154,Irma,2017,9,4,0,17.3,-50.4,hurricane,100,959
16155,Irma,2017,9,4,6,17.0,-51.5,hurricane,105,952
16156,Irma,2017,9,4,12,16.8,-52.6,hurricane,110,945
16157,Irma,2017,9,4,18,16.7,-53.9,hurricane,115,944
16158,Irma,2017,9,5,0,16.6,-55.1,hurricane,125,943
16159,Irma,2017,9,5,6,16.6,-56.4,hurricane,135,933
16160,Irma,2017,9,5,12,16.7,-57.8,hurricane,150,929
16161,Irma,2017,9,5,18,16.9,-59.2,hurricane,155,926
16162,Irma,2017,9,6,0,17.3,-60.6,hurricane,155,915
16163,Irma,2017,9,6,5,17.7,-61.8,hurricane,155,914
16164,Irma,2017,9,6,6,17.7,-61.9,hurricane,155,914
16165,Irma,2017,9,6,11,18.1,-63.1,hurricane,155,914
16166,Irma,2017,9,6,12,18.1,-63.3,hurricane,155,915
16167,Irma,2017,9,6,16,18.5,-64.4,hurricane,155,915
16168,Irma,2017,9,6,18,18.6,-64.7,hurricane,150,916
16169,Irma,2017,9,7,0,19.2,-66.2,hurricane,150,916
16170,Irma,2017,9,7,6,19.7,-67.6,hurricane,145,920
16171,Irma,2017,9,7,12,20.2,-69.0,hurricane,145,921
16172,Irma,2017,9,7,18,20.7,-70.4,hurricane,145,922
16173,Irma,2017,9,8,0,21.1,-71.8,hurricane,140,919
16174,Irma,2017,9,8,5,21.5,-73.0,hurricane,135,924
16175,Irma,2017,9,8,6,21.5,-73.2,hurricane,135,925
16176,Irma,2017,9,8,12,21.8,-74.7,hurricane,135,927
16177,Irma,2017,9,8,18,22.0,-76.0,hurricane,140,925
16178,Irma,2017,9,9,0,22.1,-77.2,hurricane,145,924
16179,Irma,2017,9,9,3,22.3,-77.9,hurricane,145,924
16180,Irma,2017,9,9,6,22.4,-78.3,hurricane,130,930
16181,Irma,2017,9,9,12,22.7,-79.3,hurricane,110,941
16182,Irma,2017,9,9,18,23.1,-80.2,hurricane,95,938
16183,Irma,2017,9,10,0,23.4,-80.9,hurricane,100,932
16184,Irma,2017,9,10,6,23.7,-81.3,hurricane,115,930
16185,Irma,2017,9,10,12,24.5,-81.5,hurricane,115,931
16186,Irma,2017,9,10,13,24.7,-81.5,hurricane,115,931
16187,Irma,2017,9,10,18,25.6,-81.7,hurricane,100,936
16188,Irma,2017,9,10,19,25.9,-81.7,hurricane,100,936
16189,Irma,2017,9,11,0,26.8,-81.7,hurricane,80,942
16190,Irma,2017,9,11,6,28.2,-82.2,hurricane,65,961
16371,Maria III,2017,9,17,18,13.6,-57.0,hurricane,65,986
16372,Maria III,2017,9,18,0,14.0,-58.0,hurricane,75,979
16373,Maria III,2017,9,18,6,14.3,-59.0,hurricane,80,977
16374,Maria III,2017,9,18,12,14.5,-59.7,hurricane,100,967
16375,Maria III,2017,9,18,18,14.9,-60.4,hurricane,110,956
16376,Maria III,2017,9,19,0,15.3,-61.1,hurricane,145,924
16377,Maria III,2017,9,19,1,15.4,-61.3,hurricane,145,922
16378,Maria III,2017,9,19,6,15.7,-61.9,hurricane,135,940
16379,Maria III,2017,9,19,12,16.1,-62.7,hurricane,140,931
16380,Maria III,2017,9,19,18,16.6,-63.5,hurricane,145,920
16381,Maria III,2017,9,20,0,17.0,-64.3,hurricane,150,909
16382,Maria III,2017,9,20,3,17.3,-64.7,hurricane,150,908
16383,Maria III,2017,9,20,6,17.6,-65.1,hurricane,140,913
16384,Maria III,2017,9,20,10,18.0,-65.9,hurricane,135,920
16385,Maria III,2017,9,20,12,18.2,-66.2,hurricane,115,935
16386,Maria III,2017,9,20,18,18.6,-67.0,hurricane,95,959
16387,Maria III,2017,9,21,0,19.0,-67.6,hurricane,95,958
16388,Maria III,2017,9,21,6,19.4,-68.2,hurricane,100,959
16389,Maria III,2017,9,21,12,19.9,-68.8,hurricane,100,959
16390,Maria III,2017,9,21,18,20.5,-69.5,hurricane,105,960
16391,Maria III,2017,9,22,0,20.8,-70.0,hurricane,110,953
16392,Maria III,2017,9,22,6,21.2,-70.5,hurricane,110,959
16393,Maria III,2017,9,22,12,21.9,-70.9,hurricane,110,958
16394,Maria III,2017,9,22,18,22.8,-71.2,hurricane,110,959
16395,Maria III,2017,9,23,0,23.7,-71.6,hurricane,105,953
16396,Maria III,2017,9,23,6,24.4,-71.9,hurricane,100,952
16397,Maria III,2017,9,23,12,25.1,-72.1,hurricane,100,952
16398,Maria III,2017,9,23,18,25.9,-72.3,hurricane,100,952
16399,Maria III,2017,9,24,0,26.6,-72.4,hurricane,100,945
16400,Maria III,2017,9,24,6,27.5,-72.6,hurricane,95,942
16401,Maria III,2017,9,24,12,28.4,-72.8,hurricane,95,947
16402,Maria III,2017,9,24,18,29.1,-72.9,hurricane,90,943
16403,Maria III,2017,9,25,0,29.7,-72.9,hurricane,85,947
16404,Maria III,2017,9,25,6,30.3,-72.9,hurricane,75,954
16405,Maria III,2017,9,25,12,30.8,-73.0,hurricane,70,961
16406,Maria III,2017,9,25,18,31.4,-73.1,hurricane,70,966
16407,Maria III,2017,9,26,0,32.0,-73.1,hurricane,70,966
16408,Maria III,2017,9,26,6,32.6,-73.1,hurricane,65,970
16409,Maria III,2017,9,26,12,33.3,-73.1,hurricane,65,970
16410,Maria III,2017,9,26,18,33.9,-73.1,hurricane,65,975
16411,Maria III,2017,9,27,0,34.4,-73.0,hurricane,65,975
16412,Maria III,2017,9,27,6,34.9,-72.9,hurricane,65,976
16413,Maria III,2017,9,27,12,35.4,-72.8,hurricane,65,977
16414,Maria III,2017,9,27,18,36.0,-72.6,hurricane,65,979
16415,Maria III,2017,9,28,0,36.6,-72.2,hurricane,65,979
17064,Michael III,2018,10,8,12,20.9,-85.1,hurricane,65,982
17065,Michael III,2018,10,8,18,21.7,-85.1,hurricane,75,977
17066,Michael III,2018,10,9,0,22.7,-85.2,hurricane,85,971
17067,Michael III,2018,10,9,6,23.7,-85.8,hurricane,85,973
17068,Michael III,2018,10,9,12,24.6,-86.2,hurricane,90,968
17069,Michael III,2018,10,9,18,25.6,-86.4,hurricane,100,961
17070,Michael III,2018,10,10,0,26.6,-86.5,hurricane,110,952
17071,Michael III,2018,10,10,6,27.7,-86.6,hurricane,120,945
17072,Michael III,2018,10,10,12,29.0,-86.3,hurricane,125,934
17073,Michael III,2018,10,10,17,30.0,-85.5,hurricane,140,919
17074,Michael III,2018,10,10,18,30.2,-85.4,hurricane,135,920
17075,Michael III,2018,10,11,0,31.5,-84.5,hurricane,80,957
17224,Dorian,2019,8,28,15,17.8,-64.6,hurricane,65,995
17225,Dorian,2019,8,28,18,18.4,-65.1,hurricane,70,993
17226,Dorian,2019,8,29,0,19.2,-65.7,hurricane,75,989
17227,Dorian,2019,8,29,6,20.0,-66.3,hurricane,75,988
17228,Dorian,2019,8,29,12,21.0,-66.9,hurricane,75,986
17229,Dorian,2019,8,29,18,22.0,-67.4,hurricane,75,983
17230,Dorian,2019,8,30,0,22.8,-68.0,hurricane,80,978
17231,Dorian,2019,8,30,6,23.5,-68.8,hurricane,90,978
17232,Dorian,2019,8,30,12,24.3,-69.5,hurricane,95,972
17233,Dorian,2019,8,30,18,24.8,-70.3,hurricane,100,968
17234,Dorian,2019,8,31,0,25.3,-71.1,hurricane,115,949
17235,Dorian,2019,8,31,6,25.6,-72.1,hurricane,120,947
17236,Dorian,2019,8,31,12,25.9,-73.0,hurricane,125,944
17237,Dorian,2019,8,31,18,26.1,-74.0,hurricane,130,942
17238,Dorian,2019,9,1,0,26.3,-74.7,hurricane,135,939
17239,Dorian,2019,9,1,6,26.4,-75.6,hurricane,145,934
17240,Dorian,2019,9,1,12,26.5,-76.5,hurricane,155,927
17241,Dorian,2019,9,1,16,26.5,-77.0,hurricane,160,910
17242,Dorian,2019,9,1,18,26.5,-77.1,hurricane,160,910
17243,Dorian,2019,9,2,0,26.6,-77.7,hurricane,155,914
17244,Dorian,2019,9,2,2,26.6,-77.8,hurricane,155,914
17245,Dorian,2019,9,2,6,26.6,-78.0,hurricane,145,916
17246,Dorian,2019,9,2,12,26.7,-78.3,hurricane,135,927
17247,Dorian,2019,9,2,18,26.8,-78.4,hurricane,125,938
17248,Dorian,2019,9,3,0,26.9,-78.5,hurricane,115,944
17249,Dorian,2019,9,3,6,27.0,-78.5,hurricane,105,950
17250,Dorian,2019,9,3,12,27.1,-78.5,hurricane,100,954
17251,Dorian,2019,9,3,18,27.6,-78.6,hurricane,95,959
17252,Dorian,2019,9,4,0,28.1,-78.8,hurricane,90,959
17253,Dorian,2019,9,4,6,28.8,-79.2,hurricane,90,964
17254,Dorian,2019,9,4,12,29.5,-79.6,hurricane,90,963
17255,Dorian,2019,9,4,18,30.1,-79.7,hurricane,95,960
17256,Dorian,2019,9,5,0,30.7,-79.7,hurricane,100,955
17257,Dorian,2019,9,5,6,31.4,-79.6,hurricane,100,958
17258,Dorian,2019,9,5,12,32.1,-79.2,hurricane,100,958
17259,Dorian,2019,9,5,18,32.7,-78.9,hurricane,95,958
17260,Dorian,2019,9,6,0,33.4,-77.9,hurricane,90,956
17261,Dorian,2019,9,6,6,34.1,-76.9,hurricane,90,956
17262,Dorian,2019,9,6,12,35.1,-75.7,hurricane,85,956
17263,Dorian,2019,9,6,12,35.2,-75.6,hurricane,85,956
17264,Dorian,2019,9,6,18,36.2,-73.7,hurricane,85,956
17265,Dorian,2019,9,7,0,37.4,-71.2,hurricane,85,956
17266,Dorian,2019,9,7,6,38.9,-68.9,hurricane,85,955
17267,Dorian,2019,9,7,12,40.8,-66.9,hurricane,85,954
17455,Lorenzo IV,2019,9,25,6,13.4,-33.0,hurricane,70,988
17456,Lorenzo IV,2019,9,25,12,13.9,-34.5,hurricane,75,983
17457,Lorenzo IV,2019,9,25,18,14.4,-36.0,hurricane,80,979
17458,Lorenzo IV,2019,9,26,0,14.5,-37.5,hurricane,85,975
17459,Lorenzo IV,2019,9,26,6,14.7,-38.8,hurricane,95,967
17460,Lorenzo IV,2019,9,26,12,15.2,-39.8,hurricane,105,955
17461,Lorenzo IV,2019,9,26,18,16.0,-40.6,hurricane,115,947
17462,Lorenzo IV,2019,9,27,0,17.1,-41.2,hurricane,125,937
17463,Lorenzo IV,2019,9,27,6,18.1,-41.9,hurricane,125,937
17464,Lorenzo IV,2019,9,27,12,18.9,-42.7,hurricane,120,943
17465,Lorenzo IV,2019,9,27,18,19.6,-43.5,hurricane,110,948
17466,Lorenzo IV,2019,9,28,0,20.3,-44.2,hurricane,105,952
17467,Lorenzo IV,2019,9,28,6,21.1,-44.6,hurricane,100,957
17468,Lorenzo IV,2019,9,28,12,22.0,-44.9,hurricane,105,957
17469,Lorenzo IV,2019,9,28,18,22.9,-45.0,hurricane,115,951
17470,Lorenzo IV,2019,9,29,0,23.8,-45.0,hurricane,130,936
17471,Lorenzo IV,2019,9,29,3,24.3,-45.0,hurricane,140,925
17472,Lorenzo IV,2019,9,29,6,24.7,-45.0,hurricane,130,933
17473,Lorenzo IV,2019,9,29,12,25.6,-44.8,hurricane,110,945
17474,Lorenzo IV,2019,9,29,18,26.4,-44.4,hurricane,90,950
17475,Lorenzo IV,2019,9,30,0,27.2,-44.0,hurricane,90,954
17476,Lorenzo IV,2019,9,30,6,28.2,-43.6,hurricane,90,955
17477,Lorenzo IV,2019,9,30,12,29.2,-43.2,hurricane,90,955
17478,Lorenzo IV,2019,9,30,18,30.2,-42.7,hurricane,90,955
17479,Lorenzo IV,2019,10,1,0,31.2,-41.9,hurricane,90,956
17480,Lorenzo IV,2019,10,1,6,32.6,-40.7,hurricane,85,957
17481,Lorenzo IV,2019,10,1,12,34.3,-39.0,hurricane,85,957
17482,Lorenzo IV,2019,10,1,18,35.9,-36.8,hurricane,85,958
17483,Lorenzo IV,2019,10,2,0,37.8,-34.4,hurricane,85,959
17484,Lorenzo IV,2019,10,2,6,40.2,-31.4,hurricane,80,959
